description,pointnumber,datetime,valuetodate,mindate,minvalue,maxdate,maxvalue,avgvalue,choice,temp,holiday
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/29/14 16:59,14326.94434,29-Oct-14 16:09:09:493,14043.73633,29-Oct-14 16:57:06:263,14326.94434,14188.85626,KW,30,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/29/14 17:59,13330.48047,29-Oct-14 17:54:06:243,13211.76856,29-Oct-14 17:09:04:847,14360.97656,13860.03381,KW,30,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/29/14 18:59,12709.72852,29-Oct-14 18:57:06:427,12709.72852,29-Oct-14 18:24:12:77,13595.97656,13154.15406,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/29/14 19:59,12508.63281,29-Oct-14 19:30:05:553,12301.08106,29-Oct-14 19:09:04:073,12929.25684,12644.31334,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/29/14 20:59,12392.08106,29-Oct-14 20:51:03:12,12296.91211,29-Oct-14 20:09:04:857,12765.60059,12545.11951,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/29/14 21:59,11327.38477,29-Oct-14 21:57:11:377,11327.38477,29-Oct-14 21:15:07:23,12447.32813,12021.58157,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/29/14 22:59,10632.66406,29-Oct-14 22:57:05:467,10632.66406,29-Oct-14 22:03:06:17,11358.44824,11095.32203,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/29/14 23:59,9896.296875,29-Oct-14 23:57:05:69,9896.296875,29-Oct-14 23:03:12:553,10734.99219,10464.89267,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/30/14 0:59,9576.944336,30-Oct-14 00:57:04:693,9576.944336,30-Oct-14 00:03:05:487,9930.960938,9839.120024,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/30/14 1:59,9041.736328,30-Oct-14 01:57:05:867,9041.736328,30-Oct-14 01:00:04:967,9603.888672,9350.787481,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/30/14 2:59,8692.680664,30-Oct-14 02:57:05:387,8692.680664,30-Oct-14 02:03:06:6,9095.375977,8890.355469,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/30/14 3:59,8619.776367,30-Oct-14 03:51:04:763,8553.672852,30-Oct-14 03:03:07:54,8751.344727,8662.752837,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/30/14 4:59,8568.583984,30-Oct-14 04:18:10:193,8447.392578,30-Oct-14 04:00:06:88,8629.296875,8542.079288,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/30/14 5:59,8966.032227,30-Oct-14 05:30:06:61,8445.167969,30-Oct-14 05:57:06:937,8966.032227,8551.252837,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/30/14 6:59,9613.216797,30-Oct-14 06:36:06:553,8929.368164,30-Oct-14 06:57:06:613,9613.216797,9151.687732,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/30/14 7:59,12067.09668,30-Oct-14 06:57:06:613,9613.216797,30-Oct-14 07:57:04:65,12067.09668,10913.13198,KW,28,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/30/14 8:59,13297.19238,30-Oct-14 07:57:04:65,12067.09668,30-Oct-14 08:45:05:897,13365.10449,12825.94587,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/30/14 9:59,13797.625,30-Oct-14 09:06:12:213,13253.70508,30-Oct-14 09:57:04:64,13797.625,13445.57329,KW,31,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/30/14 10:59,13699.36816,30-Oct-14 10:12:06:057,13609.80859,30-Oct-14 10:03:06:483,14063.65625,13798.92671,KW,31,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/30/14 11:59,14174.13672,30-Oct-14 11:03:04:677,13688.80859,30-Oct-14 11:57:11:137,14174.13672,13931.70578,KW,32,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/30/14 12:59,13546.37695,30-Oct-14 12:42:06:367,13328.98438,30-Oct-14 11:57:11:137,14174.13672,13663.69699,KW,32,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/30/14 13:59,13953.75293,30-Oct-14 13:18:06:347,13496.84082,30-Oct-14 13:45:07:02,14138.67285,13757.7673,KW,33,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/30/14 14:59,13636.22461,30-Oct-14 14:57:06:963,13636.22461,30-Oct-14 14:12:06:927,14192.44824,13972.79948,KW,32,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/30/14 15:59,13900.58496,30-Oct-14 14:57:06:963,13636.22461,30-Oct-14 15:42:05:22,14153.05664,13936.27725,KW,32,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/30/14 16:59,14218.87305,30-Oct-14 16:21:06:207,13712.24023,30-Oct-14 16:57:05:487,14218.87305,13924.07301,KW,31,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/30/14 17:59,12906.98438,30-Oct-14 17:57:10:497,12906.98438,30-Oct-14 17:03:11:087,14261.12891,13634.36756,KW,25,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/30/14 18:59,12442.56055,30-Oct-14 18:42:06:04,12426.23242,30-Oct-14 18:03:09:08,12998.84863,12714.84138,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/30/14 19:59,12133.00098,30-Oct-14 19:30:07:273,12011.16016,30-Oct-14 19:21:11:147,12534.88086,12337.16062,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/30/14 20:59,11972.24023,30-Oct-14 20:39:06:367,11850.93652,30-Oct-14 20:18:06:133,12258.9209,12022.15639,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/30/14 21:59,11094.14453,30-Oct-14 21:57:10:803,11094.14453,30-Oct-14 20:57:05:887,11972.24023,11642.98265,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/30/14 22:59,10279.41602,30-Oct-14 22:57:09:45,10279.41602,30-Oct-14 21:57:10:803,11094.14453,10768.57227,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/30/14 23:59,9921.304688,30-Oct-14 23:57:04:867,9921.304688,30-Oct-14 23:03:04:257,10341.26465,10140.29762,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/31/14 0:59,9410.232422,31-Oct-14 00:57:07:037,9410.232422,30-Oct-14 23:57:04:867,9921.304688,9652.099424,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/31/14 1:59,8962.808594,31-Oct-14 01:57:04:793,8962.808594,31-Oct-14 00:57:07:037,9410.232422,9169.942569,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/31/14 2:59,8725.52832,31-Oct-14 02:54:07:22,8652.816406,31-Oct-14 01:57:04:793,8962.808594,8778.641555,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/31/14 3:59,8557.18457,31-Oct-14 03:36:02:927,8371.908203,31-Oct-14 03:06:09:47,8754.768555,8561.89774,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/31/14 4:59,8387.492188,31-Oct-14 04:33:06:463,8286.756836,31-Oct-14 03:57:05:86,8557.18457,8382.010231,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/31/14 5:59,8608.280273,31-Oct-14 05:39:10:587,8246.328125,31-Oct-14 05:54:08:93,8617.96875,8378.943406,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/31/14 6:59,9436.352539,31-Oct-14 05:57:10:42,8608.280273,31-Oct-14 06:57:07:49,9436.352539,8998.014183,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/31/14 7:59,11948.76074,31-Oct-14 06:57:07:49,9436.352539,31-Oct-14 07:57:05:027,11948.76074,10763.37533,KW,27,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/31/14 8:59,13062.80078,31-Oct-14 07:57:05:027,11948.76074,31-Oct-14 08:57:06:013,13062.80078,12603.8444,KW,29,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/31/14 9:59,13614.99219,31-Oct-14 09:15:10:137,13035.59277,31-Oct-14 09:54:05:803,13646.28906,13286.72103,KW,31,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/31/14 10:59,13628.34473,31-Oct-14 10:27:08:85,13484.68848,31-Oct-14 10:33:05:95,13866.47266,13687.81924,KW,31,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/31/14 11:59,13393.11231,31-Oct-14 11:36:06:147,13182.0166,31-Oct-14 11:06:06:123,13864.34473,13496.75563,KW,32,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/31/14 12:59,13719.65625,31-Oct-14 12:42:04:53,13200.04883,31-Oct-14 12:09:09:55,13809.95313,13514.41281,KW,31,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/31/14 13:59,13617.09668,31-Oct-14 13:15:06:233,13304.38477,31-Oct-14 13:27:08:983,13836.2002,13581.85314,KW,32,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/31/14 14:59,14044.94434,31-Oct-14 14:39:06:477,13482.11231,31-Oct-14 14:57:11:007,14044.94434,13728.23944,KW,32,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/31/14 15:59,13913.50488,31-Oct-14 15:39:05:7,13771.02441,31-Oct-14 15:06:06:46,14286.53711,14052.46382,KW,31,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/31/14 16:59,13349.45703,31-Oct-14 16:48:05:977,13173.39258,31-Oct-14 15:57:06:017,13913.50488,13527.26469,KW,25,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/31/14 17:59,12258.40039,31-Oct-14 17:54:09:087,12181.36816,31-Oct-14 16:57:10:653,13349.45703,12589.71219,KW,25,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/31/14 18:59,11599.27246,31-Oct-14 18:42:09:897,11547.36035,31-Oct-14 18:00:04:847,12317.32031,11950.53227,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/31/14 19:59,11796.52832,31-Oct-14 19:30:07:477,11248.28809,31-Oct-14 19:57:08:383,11796.52832,11602.49693,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/31/14 20:59,11102.52832,31-Oct-14 20:57:07:87,11102.52832,31-Oct-14 20:15:10:37,11817.17676,11520.63909,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/31/14 21:59,10342.36816,31-Oct-14 21:57:10:497,10342.36816,31-Oct-14 21:06:07:117,11294.11231,10917.86984,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/31/14 22:59,9555.368164,31-Oct-14 22:57:06:457,9555.368164,31-Oct-14 21:57:10:497,10342.36816,9972.434059,KW,26,0
MAINS-IP1-R-POWER(TOTAL)                     ,57395,10/31/14 23:59,9203.176758,31-Oct-14 23:57:10:187,9203.176758,31-Oct-14 22:57:06:457,9555.368164,9400.653041,KW,27,0
